stem,term_id,n_tokens,n_docs,pos_mode,pos_coarse,example_word,tf,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
japanes,0,2249,4,JJ,ADJ,Japanese,0.0065903216920922,4,0.0,,0.0,,0.0
king,1,2172,4,NN,NOUN,king,0.00636468595608015,4,0.0,,0.0,,0.0
one,2,2117,4,CD,OTHER,one,0.006203517573214401,4,0.0,,0.0,,0.0
korean,3,1948,4,JJ,ADJ,Korean,0.005708291087681461,4,0.0,,0.0,,0.0
korea,4,1492,4,NNP,NOUN,Korea,0.0043720586770127,4,0.0,,0.0,,0.0
time,5,1329,4,NN,NOUN,time,0.0038944141968832967,4,0.0,,0.0,,0.0
japan,6,1295,4,NNP,NOUN,Japan,0.003794782832929924,4,0.0,,0.0,,0.0
peopl,7,1257,4,NNS,NOUN,people,0.0036834301320408606,4,0.0,,0.0,,0.0
made,8,1241,4,VBN,VERB,made,0.003636544784298097,4,0.0,,0.0,,0.0
year,9,1233,4,NN,NOUN,year,0.003613102110426715,4,0.0,,0.0,,0.0
two,10,1180,4,CD,OTHER,two,0.003457794396028811,4,0.0,,0.0,,0.0
chines,11,1175,4,JJ,ADJ,Chinese,0.0034431427248591976,4,0.0,,0.0,,0.0
men,12,1082,4,NNS,NOUN,men,0.003170621641104384,4,0.0,,0.0,,0.0
upon,13,1056,4,IN,OTHER,upon,0.0030944329510223935,4,0.0,,0.0,,0.0
day,14,1023,4,NN,NOUN,day,0.0029977319213029437,4,0.0,,0.0,,0.0
govern,15,1016,4,NNP,NOUN,Government,0.0029772195816654846,4,0.0,,0.0,,0.0
countri,16,960,4,NN,NOUN,country,0.0028131208645658123,4,0.0,,0.0,,0.0
gener,17,953,4,JJ,NOUN,general,0.002792608524928353,4,0.0,,0.0,,0.0
corean,18,948,1,NNP,NOUN,Corean,0.0027779568537587397,1,0.6020599913279624,0.004351179152402253,0.004351179152402253,0.004351179152402253,0.004351179152402253
foreign,19,934,4,JJ,ADJ,foreign,0.0027369321744838216,4,0.0,,0.0,,0.0
great,20,929,4,JJ,ADJ,great,0.002722280503314208,4,0.0,,0.0,,0.0
would,21,909,4,MD,OTHER,would,0.0026636738186357535,4,0.0,,0.0,,0.0
china,22,905,4,NNP,NOUN,China,0.0026519524817000626,4,0.0,,0.0,,0.0
seoul,23,889,4,NNP,NOUN,Seoul,0.0026050671339572992,4,0.0,,0.0,,0.0
emperor,24,869,4,NNP,NOUN,Emperor,0.0025464604492788446,4,0.0,,0.0,,0.0
even,25,864,4,RB,ADV,even,0.002531808778109231,4,0.0,,0.0,,0.0
offici,26,857,4,NNS,NOUN,officials,0.002511296438471772,4,0.0,,0.0,,0.0
first,27,782,4,JJ,ADJ,first,0.002291521370927568,4,0.0,,0.0,,0.0
man,28,780,4,NN,NOUN,man,0.0022856607024597225,4,0.0,,0.0,,0.0
sent,29,778,4,VBD,VERB,sent,0.0022798000339918773,4,0.0,,0.0,,0.0
three,30,762,4,CD,OTHER,three,0.0022329146862491134,4,0.0,,0.0,,0.0
place,31,742,4,NN,NOUN,place,0.002174308001570659,4,0.0,,0.0,,0.0
mani,32,734,4,JJ,ADJ,many,0.0021508653276992775,4,0.0,,0.0,,0.0
make,33,724,4,VB,VERB,make,0.00212156198536005,4,0.0,,0.0,,0.0
follow,34,707,4,JJ,VERB,following,0.0020717463033833637,4,0.0,,0.0,,0.0
well,35,685,4,RB,ADV,well,0.002007278950237064,4,0.0,,0.0,,0.0
name,36,656,4,NN,NOUN,name,0.0019222992574533051,4,0.0,,0.0,,0.0
may,37,649,4,MD,OTHER,may,0.001901786917815846,4,0.0,,0.0,,0.0
could,38,646,4,MD,OTHER,could,0.001892995915114078,4,0.0,,0.0,,0.0
land,39,637,4,NN,NOUN,land,0.0018666229070087735,4,0.0,,0.0,,0.0
forc,40,630,4,NNS,NOUN,forces,0.0018461105673713144,4,0.0,,0.0,,0.0
call,41,621,4,VBN,VERB,called,0.00181973755926601,4,0.0,,0.0,,0.0
war,42,620,4,NN,NOUN,war,0.001816807225032087,4,0.0,,0.0,,0.0
work,43,617,4,NN,NOUN,work,0.001808016222330319,4,0.0,,0.0,,0.0
said,44,610,4,VBD,VERB,said,0.00178750388269286,4,0.0,,0.0,,0.0
citi,45,606,4,NN,NOUN,city,0.0017757825457571691,4,0.0,,0.0,,0.0
river,46,606,4,NN,NOUN,river,0.0017757825457571691,4,0.0,,0.0,,0.0
order,47,605,4,NN,NOUN,order,0.0017728522115232463,4,0.0,,0.0,,0.0
corea,48,601,1,NNP,NOUN,Corea,0.0017611308745875554,1,0.6020599913279624,0.002758500707377378,0.002758500707377378,0.002758500707377378,0.002758500707377378
minist,49,601,4,NNP,NOUN,Minister,0.0017611308745875554,4,0.0,,0.0,,0.0
hous,50,596,4,NN,NOUN,house,0.0017464792034179418,4,0.0,,0.0,,0.0
new,51,588,4,JJ,ADJ,new,0.00172303652954656,4,0.0,,0.0,,0.0
larg,52,584,4,JJ,ADJ,large,0.0017113151926108692,4,0.0,,0.0,,0.0
way,53,583,4,NN,NOUN,way,0.0017083848583769464,4,0.0,,0.0,,0.0
armi,54,581,4,NN,NOUN,army,0.001702524189909101,4,0.0,,0.0,,0.0
state,55,580,4,NN,NOUN,state,0.0016995938556751784,4,0.0,,0.0,,0.0
also,56,571,4,RB,ADV,also,0.0016732208475698739,4,0.0,,0.0,,0.0
among,57,568,4,IN,OTHER,among,0.0016644298448681056,4,0.0,,0.0,,0.0
good,58,567,4,JJ,ADJ,good,0.001661499510634183,4,0.0,,0.0,,0.0
capit,59,564,4,NN,NOUN,capital,0.0016527085079324148,4,0.0,,0.0,,0.0
nation,60,560,4,NN,NOUN,nation,0.001640987170996724,4,0.0,,0.0,,0.0
long,61,557,4,JJ,ADJ,long,0.0016321961682949557,4,0.0,,0.0,,0.0
part,62,554,4,NN,NOUN,part,0.0016234051655931875,4,0.0,,0.0,,0.0
came,63,553,4,VBD,VERB,came,0.0016204748313592649,4,0.0,,0.0,,0.0
hand,64,550,4,NN,NOUN,hand,0.0016116838286574966,4,0.0,,0.0,,0.0
power,65,544,4,NN,NOUN,power,0.0015941018232539603,4,0.0,,0.0,,0.0
far,66,541,4,RB,ADV,far,0.001585310820552192,4,0.0,,0.0,,0.0
provinc,67,537,4,NN,NOUN,province,0.0015735894836165013,4,0.0,,0.0,,0.0
use,68,536,4,VBN,VERB,use,0.0015706591493825786,4,0.0,,0.0,,0.0
much,69,536,4,JJ,ADJ,much,0.0015706591493825786,4,0.0,,0.0,,0.0
found,70,532,4,VBD,VERB,found,0.0015589378124468878,4,0.0,,0.0,,0.0
present,71,531,4,JJ,ADJ,present,0.001556007478212965,4,0.0,,0.0,,0.0
offic,72,526,4,NN,NOUN,office,0.0015413558070433513,4,0.0,,0.0,,0.0
palac,73,523,4,NN,NOUN,palace,0.0015325648043415833,4,0.0,,0.0,,0.0
back,74,521,4,RB,ADV,back,0.0015267041358737379,4,0.0,,0.0,,0.0
number,75,508,4,NN,NOUN,number,0.0014886097908327423,4,0.0,,0.0,,0.0
without,76,500,4,IN,OTHER,without,0.0014651671169613606,4,0.0,,0.0,,0.0
like,77,496,4,IN,OTHER,like,0.0014534457800256697,4,0.0,,0.0,,0.0
must,78,476,4,MD,OTHER,must,0.0013948390953472153,4,0.0,,0.0,,0.0
court,79,470,4,NN,NOUN,court,0.001377257089943679,4,0.0,,0.0,,0.0
la,80,461,4,NN,NOUN,la,0.0013508840818383745,4,0.0,,0.0,,0.0
come,81,455,4,VB,VERB,come,0.0013333020764348382,4,0.0,,0.0,,0.0
put,82,454,4,VBN,VERB,put,0.0013303717422009154,4,0.0,,0.0,,0.0
go,83,447,4,VB,VERB,go,0.0013098594025634563,4,0.0,,0.0,,0.0
christian,84,444,3,NNP,NOUN,Christian,0.0013010683998616883,3,0.12493873660829993,0.00016577972902926297,0.0004973391870877889,0.0002030288853809011,0.00022288037360368207
old,85,442,4,JJ,ADJ,old,0.0012952077313938429,4,0.0,,0.0,,0.0
koryŭ,86,436,1,NNP,NOUN,Koryŭ,0.0012776257259903064,1,0.6020599913279624,0.002430583494314632,0.002430583494314632,0.002430583494314632,0.002430583494314632
form,87,432,4,NN,NOUN,form,0.0012659043890546156,4,0.0,,0.0,,0.0
sever,88,432,4,JJ,ADJ,several,0.0012659043890546156,4,0.0,,0.0,,0.0
yang,89,432,4,NN,NOUN,yang,0.0012659043890546156,4,0.0,,0.0,,0.0
say,90,431,4,VB,VERB,say,0.001262974054820693,4,0.0,,0.0,,0.0
everi,91,430,4,DT,OTHER,every,0.0012600437205867701,4,0.0,,0.0,,0.0
soldier,92,428,4,NNS,NOUN,soldiers,0.0012541830521189247,4,0.0,,0.0,,0.0
yi,93,421,4,NNP,NOUN,Yi,0.0012336707124814656,4,0.0,,0.0,,0.0
howev,94,420,4,RB,ADV,however,0.001230740378247543,4,0.0,,0.0,,0.0
take,95,420,4,VB,VERB,take,0.001230740378247543,4,0.0,,0.0,,0.0
sil,96,419,1,NNP,NOUN,Sil,0.0012278100440136202,1,0.6020599913279624,0.0023358130369675015,0.0023358130369675015,0.0023358130369675015,0.0023358130369675015
mountain,97,419,4,NN,NOUN,mountain,0.0012278100440136202,4,0.0,,0.0,,0.0
pass,98,419,4,VBN,VERB,passed,0.0012278100440136202,4,0.0,,0.0,,0.0
carri,99,418,4,VBN,VERB,carried,0.0012248797097796974,4,0.0,,0.0,,0.0
wall,100,418,4,NN,NOUN,wall,0.0012248797097796974,4,0.0,,0.0,,0.0
seem,101,414,4,VBD,VERB,seemed,0.0012131583728440065,4,0.0,,0.0,,0.0
chang,102,409,4,NN,NOUN,changed,0.001198506701674393,4,0.0,,0.0,,0.0
han,103,407,4,NNP,NOUN,Han,0.0011926460332065474,4,0.0,,0.0,,0.0
open,104,406,4,JJ,VERB,open,0.0011897156989726248,4,0.0,,0.0,,0.0
son,105,404,4,NN,NOUN,son,0.0011838550305047794,4,0.0,,0.0,,0.0
interest,106,404,4,NNS,NOUN,interests,0.0011838550305047794,4,0.0,,0.0,,0.0
life,107,402,4,NN,NOUN,life,0.001177994362036934,4,0.0,,0.0,,0.0
ko,108,402,4,NNP,NOUN,Ko,0.001177994362036934,4,0.0,,0.0,,0.0
littl,109,401,4,JJ,ADJ,little,0.0011750640278030112,4,0.0,,0.0,,0.0
live,110,400,4,NN,VERB,living,0.0011721336935690886,4,0.0,,0.0,,0.0
anoth,111,399,4,DT,OTHER,another,0.0011692033593351657,4,0.0,,0.0,,0.0
import,112,398,4,JJ,ADJ,important,0.0011662730251012431,4,0.0,,0.0,,0.0
though,113,394,4,IN,OTHER,though,0.001154551688165552,4,0.0,,0.0,,0.0
last,114,392,4,JJ,ADJ,last,0.0011486910196977067,4,0.0,,0.0,,0.0
envoy,115,388,4,NN,NOUN,envoy,0.0011369696827620158,4,0.0,,0.0,,0.0
nativ,116,387,4,JJ,ADJ,native,0.0011340393485280932,4,0.0,,0.0,,0.0
kingdom,117,384,4,NN,NOUN,kingdom,0.001125248345826325,4,0.0,,0.0,,0.0
return,118,381,4,VBD,VERB,returned,0.0011164573431245567,4,0.0,,0.0,,0.0
receiv,119,379,4,VBN,VERB,received,0.0011105966746567113,4,0.0,,0.0,,0.0
north,120,377,4,NN,NOUN,north,0.0011047360061888659,4,0.0,,0.0,,0.0
high,121,376,4,JJ,ADJ,high,0.0011018056719549433,4,0.0,,0.0,,0.0
took,122,376,4,VBD,VERB,took,0.0011018056719549433,4,0.0,,0.0,,0.0
head,123,375,4,NN,NOUN,head,0.0010988753377210204,4,0.0,,0.0,,0.0
water,124,373,4,NN,NOUN,water,0.001093014669253175,4,0.0,,0.0,,0.0
gate,125,369,4,NN,NOUN,gate,0.0010812933323174842,4,0.0,,0.0,,0.0
resid,126,364,4,NNP,NOUN,Resident,0.0010666416611478705,4,0.0,,0.0,,0.0
sea,127,358,4,NN,NOUN,sea,0.0010490596557443342,4,0.0,,0.0,,0.0
give,128,358,4,VB,VERB,give,0.0010490596557443342,4,0.0,,0.0,,0.0
given,129,357,4,VBN,VERB,given,0.0010461293215104114,4,0.0,,0.0,,0.0
hundr,130,356,4,CD,OTHER,hundred,0.0010431989872764888,4,0.0,,0.0,,0.0
see,131,355,4,VB,VERB,see,0.001040268653042566,4,0.0,,0.0,,0.0
end,132,351,4,NN,NOUN,end,0.0010285473161068751,4,0.0,,0.0,,0.0
class,133,344,4,NN,NOUN,class,0.001008034976469416,4,0.0,,0.0,,0.0
whole,134,343,4,JJ,ADJ,whole,0.0010051046422354935,4,0.0,,0.0,,0.0
royal,135,343,4,NN,NOUN,royal,0.0010051046422354935,4,0.0,,0.0,,0.0
mean,136,342,4,NNS,NOUN,means,0.0010021743080015706,4,0.0,,0.0,,0.0
point,137,340,4,NN,NOUN,point,0.0009963136395337252,4,0.0,,0.0,,0.0
island,138,340,4,NN,NOUN,island,0.0009963136395337252,4,0.0,,0.0,,0.0
death,139,337,4,NN,NOUN,death,0.000987522636831957,4,0.0,,0.0,,0.0
four,140,337,4,CD,OTHER,four,0.000987522636831957,4,0.0,,0.0,,0.0
troop,141,336,4,NNS,NOUN,troops,0.0009845923025980344,4,0.0,,0.0,,0.0
night,142,336,4,NN,NOUN,night,0.0009845923025980344,4,0.0,,0.0,,0.0
histori,143,335,4,NN,NOUN,history,0.0009816619683641115,4,0.0,,0.0,,0.0
mongol,144,334,3,NNP,NOUN,Mongol,0.000978731634130189,3,0.12493873660829993,0.0001271785743561301,0.00038153572306839033,2.762192664319137e-05,0.00034474474998864217
reach,145,334,4,VBD,VERB,reached,0.000978731634130189,4,0.0,,0.0,,0.0
gu,146,332,1,NN,NOUN,gu,0.0009728709656623434,1,0.6020599913279624,0.0018508112846616002,0.0018508112846616002,0.0018508112846616002,0.0018508112846616002
still,147,331,4,RB,ADV,still,0.0009699406314284207,4,0.0,,0.0,,0.0
side,148,330,4,NN,NOUN,side,0.000967010297194498,4,0.0,,0.0,,0.0
person,149,330,4,NN,NOUN,person,0.000967010297194498,4,0.0,,0.0,,0.0
centuri,150,325,4,NNS,NOUN,centuries,0.0009523586260248844,4,0.0,,0.0,,0.0
show,151,325,4,VBD,VERB,show,0.0009523586260248844,4,0.0,,0.0,,0.0
spirit,152,324,4,NN,NOUN,spirit,0.0009494282917909617,4,0.0,,0.0,,0.0
ch,153,323,2,NNP,NOUN,Ch,0.000946497957557039,2,0.3010299956639812,0.0004505014834126109,0.0009010029668252218,0.0004505014834126109,0.0008947446120126111
left,154,323,4,VBD,VERB,left,0.000946497957557039,4,0.0,,0.0,,0.0
road,155,321,4,NN,NOUN,road,0.0009406372890891935,4,0.0,,0.0,,0.0
polit,156,320,4,JJ,ADJ,political,0.0009377069548552708,4,0.0,,0.0,,0.0
thousand,157,319,4,CD,NOUN,thousand,0.000934776620621348,4,0.0,,0.0,,0.0
soon,158,318,4,RB,ADV,soon,0.0009318462863874253,4,0.0,,0.0,,0.0
ryŭ,159,317,1,NN,NOUN,ryŭ,0.0009289159521535026,1,0.6020599913279624,0.001767190292884721,0.001767190292884721,0.001767190292884721,0.001767190292884721
enter,160,316,4,VBD,VERB,entered,0.0009259856179195799,4,0.0,,0.0,,0.0
relat,161,315,4,NNS,NOUN,relations,0.0009230552836856572,4,0.0,,0.0,,0.0
militari,162,314,4,JJ,ADJ,military,0.0009201249494517345,4,0.0,,0.0,,0.0
thu,163,313,4,RB,ADV,thus,0.0009171946152178118,4,0.0,,0.0,,0.0
fact,164,313,4,NN,NOUN,fact,0.0009171946152178118,4,0.0,,0.0,,0.0
affair,165,311,4,NNS,NOUN,affairs,0.0009113339467499662,4,0.0,,0.0,,0.0
went,166,310,4,VBD,VERB,went,0.0009084036125160435,4,0.0,,0.0,,0.0
charact,167,310,4,NN,NOUN,character,0.0009084036125160435,4,0.0,,0.0,,0.0
arriv,168,309,4,VBD,VERB,arrived,0.0009054732782821208,4,0.0,,0.0,,0.0
reform,169,306,4,NN,NOUN,reform,0.0008966822755803527,4,0.0,,0.0,,0.0
near,170,305,4,IN,OTHER,near,0.00089375194134643,4,0.0,,0.0,,0.0
small,171,303,4,JJ,ADJ,small,0.0008878912728785846,4,0.0,,0.0,,0.0
look,172,302,4,VBD,VERB,look,0.0008849609386446618,4,0.0,,0.0,,0.0
law,173,302,4,NN,NOUN,law,0.0008849609386446618,4,0.0,,0.0,,0.0
becom,174,300,4,VB,VERB,become,0.0008791002701768164,4,0.0,,0.0,,0.0
famili,175,298,4,NN,NOUN,family,0.0008732396017089709,4,0.0,,0.0,,0.0
away,176,298,4,RB,ADV,away,0.0008732396017089709,4,0.0,,0.0,,0.0
town,177,296,4,NN,NOUN,town,0.0008673789332411255,4,0.0,,0.0,,0.0
case,178,295,4,NN,NOUN,case,0.0008644485990072028,4,0.0,,0.0,,0.0
women,179,294,4,NNS,NOUN,women,0.00086151826477328,4,0.0,,0.0,,0.0
success,180,294,4,NN,NOUN,success,0.00086151826477328,4,0.0,,0.0,,0.0
gave,181,294,4,VBD,VERB,gave,0.00086151826477328,4,0.0,,0.0,,0.0
five,182,292,4,CD,OTHER,five,0.0008556575963054346,4,0.0,,0.0,,0.0
san,183,291,4,NN,NOUN,san,0.0008527272620715119,4,0.0,,0.0,,0.0
peac,184,291,4,NN,NOUN,peace,0.0008527272620715119,4,0.0,,0.0,,0.0
attempt,185,291,4,NN,NOUN,attempt,0.0008527272620715119,4,0.0,,0.0,,0.0
turn,186,291,4,VBD,VERB,turned,0.0008527272620715119,4,0.0,,0.0,,0.0
kill,187,291,4,VBN,VERB,killed,0.0008527272620715119,4,0.0,,0.0,,0.0
appear,188,289,4,VBD,VERB,appeared,0.0008468665936036665,4,0.0,,0.0,,0.0
civil,189,289,4,JJ,ADJ,civil,0.0008468665936036665,4,0.0,,0.0,,0.0
missionari,190,288,4,NNS,NOUN,missionaries,0.0008439362593697437,4,0.0,,0.0,,0.0
russian,191,287,3,JJ,ADJ,Russian,0.000841005925135821,3,0.12493873660829993,0.00011413956982310918,0.0003424187094693275,9.954964702547408e-05,0.00015714584182705265
influenc,192,285,4,NN,NOUN,influence,0.0008351452566679755,4,0.0,,0.0,,0.0
never,193,285,4,RB,ADV,never,0.0008351452566679755,4,0.0,,0.0,,0.0
word,194,285,4,NN,NOUN,word,0.0008351452566679755,4,0.0,,0.0,,0.0
taken,195,284,4,VBN,VERB,taken,0.0008322149224340528,4,0.0,,0.0,,0.0
might,196,283,4,MD,OTHER,might,0.0008292845882001301,4,0.0,,0.0,,0.0
set,197,283,4,VBN,VERB,set,0.0008292845882001301,4,0.0,,0.0,,0.0
queen,198,281,4,NNP,NOUN,Queen,0.0008234239197322847,4,0.0,,0.0,,0.0
began,199,281,4,VBD,VERB,began,0.0008234239197322847,4,0.0,,0.0,,0.0
matter,200,281,4,NN,NOUN,matter,0.0008234239197322847,4,0.0,,0.0,,0.0
american,201,280,4,JJ,ADJ,American,0.000820493585498362,4,0.0,,0.0,,0.0
custom,202,280,4,NN,NOUN,custom,0.000820493585498362,4,0.0,,0.0,,0.0
home,203,278,4,NN,NOUN,home,0.0008146329170305165,4,0.0,,0.0,,0.0
educ,204,277,4,NN,NOUN,education,0.0008117025827965937,4,0.0,,0.0,,0.0
ju,205,277,3,NN,NOUN,ju,0.0008117025827965937,3,0.12493873660829993,0.00010833381836920231,0.00032500145510760693,4.0260504930897784e-05,0.0002834310864000582
act,206,274,4,NN,NOUN,act,0.0008029115800948256,4,0.0,,0.0,,0.0
school,207,274,4,NNS,NOUN,schools,0.0008029115800948256,4,0.0,,0.0,,0.0
us,208,274,4,PRP,OTHER,us,0.0008029115800948256,4,0.0,,0.0,,0.0
yet,209,274,4,RB,ADV,yet,0.0008029115800948256,4,0.0,,0.0,,0.0
peninsula,210,274,4,NN,NOUN,peninsula,0.0008029115800948256,4,0.0,,0.0,,0.0
villag,211,274,4,NNS,NOUN,village,0.0008029115800948256,4,0.0,,0.0,,0.0
along,212,273,4,IN,OTHER,along,0.0007999812458609029,4,0.0,,0.0,,0.0
parti,213,273,4,NN,NOUN,party,0.0007999812458609029,4,0.0,,0.0,,0.0
secur,214,272,4,VB,VERB,secure,0.0007970509116269802,4,0.0,,0.0,,0.0
natur,215,271,4,NN,NOUN,nature,0.0007941205773930575,4,0.0,,0.0,,0.0
treati,216,271,4,NN,NOUN,treaty,0.0007941205773930575,4,0.0,,0.0,,0.0
view,217,270,4,NN,NOUN,view,0.0007911902431591347,4,0.0,,0.0,,0.0
feet,218,270,4,NNS,NOUN,feet,0.0007911902431591347,4,0.0,,0.0,,0.0
toward,219,268,4,IN,OTHER,toward,0.0007853295746912893,4,0.0,,0.0,,0.0
remain,220,268,4,VBD,VERB,remained,0.0007853295746912893,4,0.0,,0.0,,0.0
posit,221,268,4,NN,NOUN,position,0.0007853295746912893,4,0.0,,0.0,,0.0
bodi,222,265,4,NN,NOUN,body,0.0007765385719895211,4,0.0,,0.0,,0.0
white,223,265,4,JJ,ADJ,white,0.0007765385719895211,4,0.0,,0.0,,0.0
common,224,265,4,JJ,ADJ,common,0.0007765385719895211,4,0.0,,0.0,,0.0
right,225,264,4,NN,NOUN,right,0.0007736082377555984,4,0.0,,0.0,,0.0
princ,226,264,4,NNP,NOUN,Prince,0.0007736082377555984,4,0.0,,0.0,,0.0
father,227,263,4,NN,NOUN,father,0.0007706779035216757,4,0.0,,0.0,,0.0
dynasti,228,263,4,NN,NOUN,dynasty,0.0007706779035216757,4,0.0,,0.0,,0.0
brought,229,261,4,VBD,VERB,brought,0.0007648172350538302,4,0.0,,0.0,,0.0
public,230,260,4,JJ,ADJ,public,0.0007618869008199075,4,0.0,,0.0,,0.0
whose,231,260,4,WP$,OTHER,whose,0.0007618869008199075,4,0.0,,0.0,,0.0
latter,232,259,4,NN,NOUN,latter,0.0007589565665859848,4,0.0,,0.0,,0.0
majesti,233,259,4,NNP,NOUN,Majesty,0.0007589565665859848,4,0.0,,0.0,,0.0
known,234,259,4,VBN,VERB,known,0.0007589565665859848,4,0.0,,0.0,,0.0
die,235,258,4,VBD,VERB,died,0.0007560262323520621,4,0.0,,0.0,,0.0
young,236,258,4,JJ,ADJ,young,0.0007560262323520621,4,0.0,,0.0,,0.0
cross,237,257,4,VBD,VERB,crossed,0.0007530958981181394,4,0.0,,0.0,,0.0
caus,238,257,4,NN,NOUN,cause,0.0007530958981181394,4,0.0,,0.0,,0.0
seen,239,257,4,VBN,VERB,seen,0.0007530958981181394,4,0.0,,0.0,,0.0
enemi,240,256,4,NN,NOUN,enemy,0.0007501655638842167,4,0.0,,0.0,,0.0
mile,241,256,4,NNS,NOUN,miles,0.0007501655638842167,4,0.0,,0.0,,0.0
south,242,255,4,NN,NOUN,south,0.000747235229650294,4,0.0,,0.0,,0.0
rice,243,255,4,NN,NOUN,rice,0.000747235229650294,4,0.0,,0.0,,0.0
becam,244,255,4,VBD,VERB,became,0.000747235229650294,4,0.0,,0.0,,0.0
later,245,255,4,RB,ADV,later,0.000747235229650294,4,0.0,,0.0,,0.0
find,246,252,4,VB,VERB,find,0.0007384442269485257,4,0.0,,0.0,,0.0
friend,247,252,4,NNS,NOUN,friends,0.0007384442269485257,4,0.0,,0.0,,0.0
attack,248,250,4,NN,VERB,attack,0.0007325835584806803,4,0.0,,0.0,,0.0
line,249,249,4,NN,NOUN,line,0.0007296532242467576,4,0.0,,0.0,,0.0
fire,250,249,4,NN,NOUN,fire,0.0007296532242467576,4,0.0,,0.0,,0.0
build,251,247,4,NNS,NOUN,buildings,0.0007237925557789122,4,0.0,,0.0,,0.0
thing,252,247,4,NNS,NOUN,things,0.0007237925557789122,4,0.0,,0.0,,0.0
visit,253,247,4,NN,NOUN,visit,0.0007237925557789122,4,0.0,,0.0,,0.0
stone,254,247,4,NN,NOUN,stone,0.0007237925557789122,4,0.0,,0.0,,0.0
imperi,255,246,4,NNP,NOUN,Imperial,0.0007208622215449895,4,0.0,,0.0,,0.0
trade,256,244,4,NN,NOUN,trade,0.000715001553077144,4,0.0,,0.0,,0.0
command,257,244,4,NN,NOUN,command,0.000715001553077144,4,0.0,,0.0,,0.0
boat,258,244,4,NNS,NOUN,boats,0.000715001553077144,4,0.0,,0.0,,0.0
marqui,259,243,4,NNP,NOUN,Marquis,0.0007120712188432212,4,0.0,,0.0,,0.0
possibl,260,242,4,JJ,ADJ,possible,0.0007091408846092985,4,0.0,,0.0,,0.0
peke,261,241,4,NNP,NOUN,Peking,0.0007062105503753758,4,0.0,,0.0,,0.0
east,262,239,4,NNP,NOUN,east,0.0007003498819075304,4,0.0,,0.0,,0.0
certain,263,239,4,JJ,ADJ,certain,0.0007003498819075304,4,0.0,,0.0,,0.0
result,264,238,4,NN,NOUN,result,0.0006974195476736076,4,0.0,,0.0,,0.0
noth,265,238,4,NN,NOUN,nothing,0.0006974195476736076,4,0.0,,0.0,,0.0
p,266,237,2,NNP,NOUN,P,0.0006944892134396849,2,0.3010299956639812,0.0003320119725873877,0.0006640239451747754,0.0003320119725873877,0.0006327321711117219
room,267,237,4,NN,NOUN,room,0.0006944892134396849,4,0.0,,0.0,,0.0
probabl,268,234,4,RB,ADV,probably,0.0006856982107379168,4,0.0,,0.0,,0.0
russia,269,234,3,NNP,NOUN,Russia,0.0006856982107379168,3,0.12493873660829993,9.268434694875423e-05,0.0002780530408462627,7.429345786789402e-05,0.0001362258327717014
leav,270,234,4,VBG,VERB,leaving,0.0006856982107379168,4,0.0,,0.0,,0.0
believ,271,233,4,VBN,VERB,believed,0.0006827678765039941,4,0.0,,0.0,,0.0
within,272,233,4,IN,OTHER,within,0.0006827678765039941,4,0.0,,0.0,,0.0
condit,273,232,4,NN,NOUN,condition,0.0006798375422700713,4,0.0,,0.0,,0.0
reason,274,231,4,NN,NOUN,reason,0.0006769072080361486,4,0.0,,0.0,,0.0
hors,275,231,4,NNS,NOUN,horses,0.0006769072080361486,4,0.0,,0.0,,0.0
chief,276,230,4,NN,NOUN,chief,0.0006739768738022258,4,0.0,,0.0,,0.0
next,277,230,4,JJ,ADJ,next,0.0006739768738022258,4,0.0,,0.0,,0.0
alreadi,278,229,4,RB,ADV,already,0.0006710465395683031,4,0.0,,0.0,,0.0
tribe,279,229,4,NNS,NOUN,tribes,0.0006710465395683031,4,0.0,,0.0,,0.0
almost,280,228,4,RB,ADV,almost,0.0006681162053343804,4,0.0,,0.0,,0.0
ask,281,227,4,VBD,VERB,asked,0.0006651858711004577,4,0.0,,0.0,,0.0
ten,282,227,4,JJ,ADJ,ten,0.0006651858711004577,4,0.0,,0.0,,0.0
held,283,226,4,VBN,VERB,held,0.000662255536866535,4,0.0,,0.0,,0.0
guard,284,225,4,NN,NOUN,guard,0.0006593252026326123,4,0.0,,0.0,,0.0
learn,285,225,4,VBD,VERB,learned,0.0006593252026326123,4,0.0,,0.0,,0.0
nearli,286,225,4,RB,ADV,nearly,0.0006593252026326123,4,0.0,,0.0,,0.0
letter,287,225,4,NN,NOUN,letter,0.0006593252026326123,4,0.0,,0.0,,0.0
cloth,288,224,4,NN,NOUN,clothes,0.0006563948683986896,4,0.0,,0.0,,0.0
done,289,223,4,VBN,VERB,done,0.0006534645341647669,4,0.0,,0.0,,0.0
month,290,223,4,NNS,NOUN,months,0.0006534645341647669,4,0.0,,0.0,,0.0
kang,291,222,4,NNP,NOUN,Kang,0.0006505341999308442,4,0.0,,0.0,,0.0
arm,292,221,4,NNS,NOUN,arms,0.0006476038656969214,4,0.0,,0.0,,0.0
except,293,220,4,IN,OTHER,except,0.0006446735314629986,4,0.0,,0.0,,0.0
less,294,220,4,RBR,ADV,less,0.0006446735314629986,4,0.0,,0.0,,0.0
coast,295,219,4,NN,NOUN,coast,0.0006417431972290759,4,0.0,,0.0,,0.0
