stem,term_id,n_tokens,n_docs,pos_mode,pos_coarse,example_word,tf,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
irrever,13622,1,1,JJ,ADJ,irreverent,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
irrupt,13623,1,1,NN,NOUN,irruption,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
sanguin,13624,1,1,NN,NOUN,sanguine,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
isabella,13625,1,1,NNP,NOUN,Isabella,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sapporo,13626,1,1,NNP,NOUN,Sapporo,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
saracen,13627,1,1,NNP,NOUN,Saracen,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sarcasm,13628,1,1,NN,NOUN,sarcasm,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
irishman,13629,1,1,NNP,NOUN,Irishman,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
iridesc,13630,1,1,JJ,ADJ,iridescent,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
sargent,13631,1,1,NNP,NOUN,Sargent,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
iri,13632,1,1,NN,NOUN,iris,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sash,13633,1,1,NNS,NOUN,sashes,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sashi,13634,1,1,JJ,ADJ,sashi,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
satan,13635,1,1,NNP,NOUN,Satan,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sate,13636,1,1,VBN,VERB,sated,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
irasc,13637,1,1,JJ,ADJ,irascible,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
satisfac,13638,1,1,VBD,VERB,satisfac,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
involut,13639,1,1,NN,NOUN,involution,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
invitingli,13640,1,1,RB,ADV,invitingly,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
sato,13641,1,1,NNP,NOUN,Sato,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
inviol,13642,1,1,JJ,ADJ,inviolable,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sane,13643,1,1,VB,VERB,sane,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sandspit,13644,1,1,NNS,NOUN,sandspits,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
izanagi,13645,1,1,NNP,NOUN,Izanagi,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
iwaki,13646,1,1,NNP,NOUN,Iwaki,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
itch,13647,1,1,VBG,VERB,itching,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
iter,13648,1,1,NN,NOUN,iteration,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
itl,13649,1,1,NN,NOUN,itle,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
ivanho,13650,1,1,NNP,NOUN,Ivanhoe,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
salvag,13651,1,1,NN,NOUN,salvage,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
ivi,13652,1,1,NN,NOUN,ivy,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
salubri,13653,1,1,JJ,ADJ,salubrious,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
iscariot,13654,1,1,NNP,NOUN,Iscariots,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
iwakura,13655,1,1,NNP,NOUN,Iwakura,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
salmon,13656,1,1,NN,NOUN,salmon,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
salmo,13657,1,1,NN,NOUN,salmo,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sallow,13658,1,1,JJ,ADJ,sallow,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
iyénobu,13659,1,1,NNP,NOUN,Iyénobu,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
salisburi,13660,1,1,NNP,NOUN,Salisbury,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sama,13661,1,1,NNP,NOUN,Sama,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
samarang,13662,1,1,NNP,NOUN,Samarang,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
samisen,13663,1,1,VB,VERB,samisen,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
italic,13664,1,1,VBP,VERB,italicize,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
samovar,13665,1,1,NNS,NOUN,samovars,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
samoyed,13666,1,1,NNP,NOUN,Samoyedes,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
ital,13667,1,1,NNS,NOUN,italics,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
samson,13668,1,1,NNP,NOUN,Samson,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
samuel,13669,1,1,NNP,NOUN,Samuel,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sanctif,13670,1,1,NN,NOUN,sanctification,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sanctimoni,13671,1,1,NN,NOUN,sanctimoniousness,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
israelit,13672,1,1,VBZ,VERB,Israelites,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
islam,13673,1,1,NNP,NOUN,Islam,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
ishida,13674,1,1,NNP,NOUN,Ishida,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
ish,13675,1,1,NN,NOUN,ish,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
ise,13676,1,1,NNP,NOUN,Ise,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sandhil,13677,1,1,NNS,NOUN,sandhills,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
incapacit,13678,1,1,VB,VERB,incapacitate,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sem,13679,1,1,NNP,NOUN,Sem,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sisterhood,13680,1,1,NN,NOUN,sisterhood,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
shudder,13681,1,1,VBD,VERB,shuddered,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
shuttlecock,13682,1,1,NN,NOUN,shuttlecock,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hiko,13683,1,1,NN,NOUN,hiko,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hildreth,13684,1,1,NNP,NOUN,Hildreth,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hilu,13685,1,1,NN,NOUN,hilu,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shuffl,13686,1,1,VBP,VERB,shuffle,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hinck,13687,1,1,NNP,NOUN,Hinckes,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
shu,13688,1,1,NNP,NOUN,Shu,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shōhō,13689,1,1,NNP,NOUN,Shōhō,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shrunken,13690,1,1,JJ,ADJ,shrunken,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hiogo,13691,1,1,NNP,NOUN,Hiogo,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
hip,13692,1,1,NN,NOUN,hip,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hirado,13693,1,1,NNP,NOUN,Hirado,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shrivel,13694,1,1,VBD,VERB,shrivelled,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shrive,13695,1,1,VBD,VERB,shrived,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shuy,13696,1,1,NNP,NOUN,Shuy,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
highwayman,13697,1,1,NN,NOUN,highwayman,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
inan,13698,1,1,NN,NOUN,inanity,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
heyday,13699,1,1,NN,NOUN,heyday,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
hew,13700,1,1,VBG,VERB,hewing,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
siebold,13701,1,1,NNP,NOUN,Siebold,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sideway,13702,1,1,NNS,NOUN,sideways,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hexamet,13703,1,1,NN,NOUN,hexameter,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
sidesaddl,13704,1,1,NN,NOUN,sidesaddle,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
sidelight,13705,1,1,NNS,NOUN,sidelights,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
heynam,13706,1,1,NNP,NOUN,Heynam,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
siames,13707,1,1,NNP,NOUN,Siamese,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sickl,13708,1,1,NN,NOUN,sickle,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hidéaki,13709,1,1,NNP,NOUN,Hidéaki,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sicili,13710,1,1,NNP,NOUN,Sicily,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hien,13711,1,1,NN,NOUN,hien,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hierachi,13712,1,1,NN,NOUN,hierachy,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hieroglyph,13713,1,1,NNS,NOUN,hieroglyphs,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hirobumi,13714,1,1,NNP,NOUN,HIROBUMI,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
hism,13715,1,1,NN,NOUN,hism,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
shrimp,13716,1,1,NNS,NOUN,shrimps,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
homeless,13717,1,1,NN,NOUN,homeless,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hokkaido,13718,1,1,NNP,NOUN,Hokkaido,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
holiest,13719,1,1,JJS,ADJ,holiest,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
holloa,13720,1,1,NN,NOUN,holloaing,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shopmen,13721,1,1,NNS,NOUN,shopmen,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
shopkeep,13722,1,1,NNS,NOUN,shopkeepers,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
holocaust,13723,1,1,NN,NOUN,holocaust,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
homelik,13724,1,1,NN,NOUN,homelike,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hisosaémon,13725,1,1,NNP,NOUN,Hisosaémon,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
homemad,13726,1,1,JJ,ADJ,homemade,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
shoku,13727,1,1,NNP,NOUN,Shoku,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hongwanji,13728,1,1,NNP,NOUN,Hongwanji,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
shoggl,13729,1,1,NN,NOUN,shoggling,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hop,13730,1,1,VBD,VERB,hopped,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
shockingli,13731,1,1,RB,ADV,shockingly,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hogarth,13732,1,1,NNP,NOUN,Hogarth,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shortest,13733,1,1,JJS,ADJ,shortest,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
shorthorn,13734,1,1,NN,NOUN,shorthorn,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hochi,13735,1,1,NNP,NOUN,Hochi,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shortsight,13736,1,1,VBN,VERB,shortsighted,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
shoshoko,13737,1,1,NNP,NOUN,Shoshoko,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hoard,13738,1,1,VBG,VERB,hoarding,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hoar,13739,1,1,SYM,OTHER,hoar,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hiōgo,13740,1,1,NNP,NOUN,Hiōgo,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hizakurigé,13741,1,1,NNP,NOUN,Hizakurigé,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hitch,13742,1,1,NN,NOUN,hitch,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
histrion,13743,1,1,JJ,ADJ,histrionic,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
showili,13744,1,1,RB,ADV,showily,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
historiographi,13745,1,1,NN,NOUN,historiography,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
shrew,13746,1,1,VBD,VERB,shrew,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
histo,13747,1,1,NN,NOUN,histo,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
shrift,13748,1,1,NN,NOUN,shrift,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
siei,13749,1,1,NNP,NOUN,Siei,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
heup,13750,1,1,NN,NOUN,heup,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
siev,13751,1,1,NN,NOUN,sieve,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
heathendom,13752,1,1,NN,NOUN,heathendom,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
headsman,13753,1,1,NN,NOUN,headsman,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
headston,13754,1,1,NN,NOUN,headstone,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
healthier,13755,1,1,JJR,ADJ,healthier,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
heartburn,13756,1,1,NN,NOUN,heartburning,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
singer,13757,1,1,NNS,NOUN,singers,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
hearth,13758,1,1,NNS,NOUN,hearths,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
heather,13759,1,1,NN,NOUN,heather,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
hei,13760,1,1,NNP,NOUN,Hei,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
heavenward,13761,1,1,VBZ,VERB,heavenwards,2.9303342339227214e-06,1,0.6020599913279624,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06,6.258354812610705e-06
heaviest,13762,1,1,JJS,ADJ,heaviest,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
simultaneo,13763,1,1,NN,NOUN,simultaneo,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
heckl,13764,1,1,VBG,VERB,heckling,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
hedgehog,13765,1,1,NN,NOUN,hedgehog,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
heeler,13766,1,1,NNS,NOUN,heelers,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
headl,13767,1,1,NN,NOUN,headl,2.9303342339227214e-06,1,0.6020599913279624,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06,5.574732785125302e-06
sinner,13768,1,1,NN,NOUN,sinner,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sino,13769,1,1,NNP,NOUN,Sino,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sinuat,13770,1,1,VBZ,VERB,sinuates,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
headi,13771,1,1,NN,NOUN,headiness,2.9303342339227214e-06,1,0.6020599913279624,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06,6.312026161139431e-06
sio,13772,1,1,NN,NOUN,sio,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
sion,13773,1,1,NN,NOUN,sion,2.9303342339227214e-06,1,0.6020599913279624,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06,4.589851426584655e-06
